t1_name,t1_rank,t1_form_wins,t1_form_losses,t1_h2h_wins,t2_name,t2_rank,t2_form_wins,t2_form_losses,t2_h2h_wins,h2h_ot,t1_score,t2_score,outcome
LDLC,31,3,3,6,Lilmix,165,1,1,2,0,2,0,1
AaB,105,3,1,0,X Gamer,264,2,1,0,0,2,0,1
SKADE,25,18,10,0,NewBelarus,123,5,3,0,0,2,0,1
Anlaki,189,2,2,0,Croatia,0,0,0,0,0,19,17,1
Sprout,37,3,3,2,Wisla Krakow,60,6,3,3,0,0,2,0
Movistar Riders,66,5,2,2,Spirit Academy,72,8,4,0,0,2,1,1
K23,30,4,4,0,SJ,183,1,3,0,0,2,0,1
ONYX,121,3,3,0,INDE IRAE,82,6,2,0,0,2,1,1
AIRLYA,148,2,0,0,Thunderbolts,118,1,2,0,0,16,1,1
Bandits,0,0,1,0,Alke,199,3,1,0,0,25,23,1
Endpoint,26,8,2,0,Apeks,71,4,4,0,0,0,2,0
Copenhagen Flames,33,9,6,0,OFFSET,90,4,4,0,0,2,0,1
GamerLegion,41,6,2,2,KOVA,95,2,4,0,0,2,0,1
AIRLYA,148,2,0,0,Hungary,73,0,0,0,0,1,0,1
Hungary,73,0,0,0,Thunderbolts,118,1,2,0,0,0,1,0
VERTEX,79,1,0,0,Chiefs,124,5,1,0,0,7,16,0
Paradox,96,5,2,0,CAMO,0,1,0,0,0,16,12,1
SKADE,25,18,9,2,Lyngby Vikings,56,6,3,1,0,0,2,0
Wisla Krakow,60,5,3,4,Apeks,71,4,3,2,0,2,0,1
1WIN,38,7,5,4,VP.Prodigy,137,6,16,0,1,2,0,1
ORDER,67,1,1,0,Kanga,0,2,0,0,0,16,7,1
Complexity,16,5,4,0,Sinners,23,5,1,0,0,2,0,1
O PLANO,36,3,2,0,Copenhagen Flames,33,8,6,0,0,0,2,0
ENCE,24,7,5,0,GORILLAZ,219,1,2,0,0,2,0,1
Virtus.pro,5,4,5,22,forZe,18,10,3,20,3,1,2,0
Save's,210,2,1,0,Trasko,116,8,2,0,0,0,2,0
Medieval,0,0,1,0,Daugava,0,0,0,0,0,0,2,0
Entropiq,17,8,7,3,K23,30,4,3,7,3,2,0,1
Nexus,139,5,3,0,BEZ ZP,0,2,2,0,0,1,2,0
NewBelarus,123,4,3,0,Moralezz,0,2,2,0,0,2,1,1
Dignitas,42,0,0,0,Nemiga,47,6,3,0,0,2,0,1
G2,3,4,2,11,OG,14,2,2,9,2,0,2,0
bankaPEPSI,74,9,13,0,INDE IRAE,82,5,2,0,0,1,2,0
Only One Word,0,0,0,0,Yimagen,0,0,0,0,0,2,3,0
ENCE,24,6,5,0,Spirit Academy,72,8,3,0,0,2,0,1
Leviatan,157,7,2,0,River Plate,132,9,3,0,0,0,2,0
9z,85,9,2,5,Furious,161,8,9,5,1,2,0,1
Complexity,16,5,3,2,forZe,18,9,3,4,1,1,2,0
HAVU,35,4,5,0,NYYRIKKI,260,1,1,0,0,2,0,1
Copenhagen Flames,33,7,6,2,1WIN,38,7,4,0,0,2,0,1
SKADE,25,17,9,3,BEZ ZP,0,2,1,2,0,2,0,1
bankaPEPSI,74,8,13,0,B8,68,2,3,2,0,2,0,1
SJ,183,1,2,0,NYYRIKKI,260,0,1,0,0,1,2,0
MonaspA,0,0,0,0,IHOG,0,0,0,0,0,2,0,1
Virtus.pro,5,4,4,5,OG,14,1,2,6,1,0,2,0
HONORIS,106,1,2,0,SKADE,25,16,9,0,0,1,2,0
SACRAMENTO,0,1,0,0,Trasko,116,7,2,0,0,0,2,0
K23,30,3,3,5,Young Ninjas,44,21,13,3,4,2,0,1
G2,3,4,1,0,Sinners,23,4,1,0,0,1,2,0
VP.Prodigy,137,6,15,0,INDE IRAE,82,4,2,0,0,0,2,0
Levadia,117,2,0,0,Save's,210,1,1,0,0,1,2,0
HAVU,35,3,5,2,hREDS,108,2,1,1,0,2,1,1
EC Brugge,144,2,4,0,Moralezz,0,1,2,0,0,1,2,0
Spirit Academy,72,7,3,2,ex-100PG,48,0,0,1,0,2,0,1
Trasko,116,6,2,0,Nexus,139,5,2,0,0,2,1,1
SKADE,25,15,9,3,bankaPEPSI,74,8,12,3,2,2,0,1
Apeks,71,3,3,0,BLINK,52,2,0,2,0,2,0,1
AGO,28,6,6,0,NewBelarus,123,4,2,0,0,2,0,1
River Plate,132,8,3,0,Malvinas,198,3,4,0,0,2,0,1
Leviatan,157,6,2,0,Coscu Army,159,7,6,0,0,2,0,1
Vitality,9,6,3,6,Spirit,12,9,8,5,1,2,1,1
Wisla Krakow,60,4,3,5,PACT,69,9,8,5,3,2,1,1
Eternal Fire,0,3,0,2,Sangal,57,4,2,1,0,3,0,1
Heroic,8,6,2,9,Astralis,4,5,4,7,2,2,0,1
Bad News Bears,55,6,6,0,ENCE,24,5,5,0,0,0,2,0
Trasko,116,6,1,0,Nemiga,47,5,3,0,0,0,2,0
bankaPEPSI,74,7,12,0,KHAN,81,2,5,2,1,2,0,1
Sahangiller,0,3,1,0,Sangal,57,3,2,0,0,0,2,0
GORILLAZ,219,1,1,0,Nemiga,47,4,3,0,0,0,2,0
ONYX,121,2,3,2,Nexus,139,5,1,0,0,2,0,1
Infinite,101,4,0,0,HONORIS,106,1,1,0,0,2,1,1
B8,68,2,2,0,SKADE,25,14,9,0,0,0,2,0
Izako Boars,77,6,3,0,777,46,3,1,0,0,2,1,1
AGO,28,5,6,0,INDE IRAE,82,4,1,0,0,2,0,1
Save's,210,0,1,0,LastWind,269,0,1,0,0,2,0,1
VP.Prodigy,137,6,14,0,NewBelarus,123,3,2,0,0,0,2,0
Medieval,228,0,0,0,Trasko,116,5,1,0,0,0,2,0
HONORIS,106,0,1,1,bankaPEPSI,74,7,11,4,1,16,13,1
AGO,28,5,5,0,Lyngby Vikings,56,5,3,0,0,1,2,0
SKADE,25,14,8,0,Infinite,101,3,0,0,0,13,16,0
EC Brugge,144,2,3,0,BEZ ZP,0,1,1,0,0,1,2,0
Moralezz,0,0,2,0,AVEZ,0,0,2,0,0,2,1,1
Boca Juniors,185,4,3,0,Furious,161,7,9,0,0,1,2,0
9z,85,8,2,0,Isurus,134,8,5,0,0,2,1,1
Apeks,71,2,3,2,hREDS,108,2,0,0,0,2,1,1
Eternal Fire,0,2,0,0,Sangal,57,3,1,0,0,2,1,1
Astralis,4,5,3,18,Vitality,9,5,3,8,3,0,2,0
SKADE,25,14,7,5,Nemiga,47,3,3,1,1,1,2,0
Young Ninjas,44,20,13,2,VP.Prodigy,137,6,13,1,0,2,0,1
Levadia,117,1,0,0,coluant,0,0,0,0,0,2,0,1
B8,68,1,2,0,Moralezz,0,0,1,0,0,2,0,1
KOVA,95,1,4,0,GORILLAZ,219,1,0,0,0,2,1,1
Heroic,8,5,2,0,ENCE,24,5,4,0,0,2,1,1
Sahangiller,0,2,1,0,Istanbul Wildcats,0,2,1,2,0,2,0,1
Izako Boars,77,5,3,0,Finest,84,5,1,0,0,2,1,1
AGO,28,5,4,0,ONYX,121,1,3,0,0,0,2,0
SACRAMENTO,0,0,0,0,Cosmoss Riga,0,0,0,0,0,2,0,1
Istanbul Wildcats,0,1,1,0,Thunderbolts,118,1,1,0,0,2,1,1
Young Ninjas,44,20,12,0,Lyngby Vikings,56,4,3,0,0,0,2,0
bankaPEPSI,74,7,10,0,BEZ ZP,0,0,1,0,0,1,2,0
KHAN,81,2,5,0,INDE IRAE,82,4,1,0,0,0,1,0
Nexus,139,4,1,0,VP.Prodigy,137,6,12,0,0,2,1,1
Nemiga,47,2,3,0,ONYX,121,1,2,0,0,2,0,1
eetswa,0,0,1,0,CAMO,0,0,0,0,0,14,16,0
Spirit,12,8,8,0,Bad News Bears,55,6,5,0,0,2,0,1
Kanga,0,1,0,0,8Ballers,247,0,1,0,0,16,12,1
Lyngby Vikings,56,3,3,0,M1 EDEN,285,0,2,0,0,2,0,1
EC Brugge,144,1,3,0,AVEZ,0,0,1,0,0,2,1,1
Dynasty,282,0,2,0,Warriors,187,0,3,0,0,16,5,1
Spirit Academy,72,6,3,2,EC Kyiv,98,3,8,0,0,2,0,1
NewBelarus,123,3,1,0,Trasko,116,4,1,0,0,0,2,0
Chiefs,124,4,1,0,FURY,182,3,2,0,0,16,11,1
Meta,188,5,8,2,Coscu Army,159,6,6,6,0,1,2,0
GGPR,86,0,2,0,Coldest Riders,143,3,4,0,0,2,0,1
Triumph,63,10,7,0,Verum,93,6,1,0,0,2,0,1
New Pampas,192,3,4,1,Isurus,134,7,5,4,1,1,2,0
Lyngby Vikings,56,2,3,0,MASONIC,140,2,1,0,0,2,1,1
Heroic,8,4,2,11,Vitality,9,5,2,8,3,2,1,1
GamerLegion,41,5,2,2,Movistar Riders,66,5,1,1,1,2,1,1
Fiend,27,4,5,0,GORILLAZ,219,0,0,0,0,1,2,0
SAW,40,4,3,0,Akuma,29,5,3,2,0,1,2,0
AGO,28,4,4,3,LDLC,31,3,2,3,0,2,1,1
Brosskiez,0,1,1,0,Sahangiller,0,1,1,0,0,0,2,0
AVEZ,0,0,0,0,Nemiga,47,1,3,0,0,1,2,0
ONYX,121,0,2,0,bankaPEPSI,74,7,9,0,0,2,0,1
Galaxy Racer,75,0,0,0,SAW Youngsters,0,0,0,0,0,2,0,1
NOM,170,0,0,0,HAPYJAMOT,0,0,0,0,0,2,1,1
Thunderbolts,118,1,0,0,Sangal,57,2,1,0,0,0,2,0
Eternal Fire,0,1,0,0,Sahangiller,0,1,0,0,0,2,0,1
VP.Prodigy,137,5,12,0,KHAN,81,2,4,0,0,2,1,1
EC Brugge,144,1,2,0,Trasko,116,3,1,0,0,1,2,0
Spirit,12,8,7,0,ENCE,24,4,4,0,0,0,2,0
PACT,69,8,8,0,OFFSET,90,4,3,0,0,2,0,1
AGO,28,3,4,0,BEZ ZP,0,0,0,0,0,2,0,1
Lyngby Vikings,56,1,3,0,EC Brugge,144,1,1,0,0,2,1,1
Kanga,0,0,0,0,Caught off Guard,249,0,1,0,0,2,1,1
Astralis,4,4,3,0,Bad News Bears,55,6,4,0,0,2,0,1
Young Ninjas,44,20,11,0,LDLC,31,2,2,2,0,0,2,0
SKADE,25,13,7,0,INDE IRAE,82,4,0,0,0,2,0,1
Rooster,89,2,3,2,Chiefs,124,3,1,6,5,0,2,0
B8,68,1,1,0,NewBelarus,123,2,1,1,0,1,2,0
FURY,182,2,2,0,Warriors,187,0,2,0,0,2,0,1
LDLC,31,1,2,0,M1 EDEN,285,0,1,0,0,16,6,1
Nexus,139,3,1,0,Moralezz,0,0,0,0,0,2,1,1
BLINK,52,1,0,0,AGF,102,0,1,0,0,2,0,1
ex-Durany,193,3,5,1,Furious,161,6,9,6,0,0,2,0
Paquetá,61,17,6,6,Havan Liberty,78,8,5,8,3,0,2,0
Stone,202,2,3,0,Malvinas,198,2,4,0,0,0,2,0
Finest,84,4,1,0,DUSTY,0,0,0,0,0,2,0,1
Young Ninjas,44,20,11,0,Lyngby Vikings,56,1,3,0,0,1,0,1
Endpoint,26,7,2,11,SKADE,25,13,6,4,0,2,1,1
777,46,2,1,3,Oilers,111,2,0,2,0,2,1,1
Heroic,8,3,2,6,Spirit,12,8,6,5,2,2,0,1
BLINK,52,0,0,0,DBL PONEY,32,9,7,2,0,2,1,1
Apeks,71,2,2,2,Enterprise,104,4,4,0,0,0,2,0
EC Sivas,0,0,1,0,Brosskiez,0,0,1,0,0,6,16,0
Copenhagen Flames,33,6,6,0,Imperial,160,0,0,0,0,2,0,1
Istanbul Wildcats,0,0,1,0,OtherSide,255,0,2,0,0,16,7,1
Sangal,57,1,1,0,Brosskiez,0,0,0,0,0,2,1,1
Sahangiller,0,0,0,0,OtherSide,255,0,1,0,0,2,0,1
Istanbul Wildcats,0,0,0,0,Eternal Fire,0,0,0,0,0,0,2,0
Astralis,4,4,2,0,ENCE,24,3,4,0,0,0,2,0
Thunderbolts,118,0,0,0,EC Sivas,0,0,0,0,0,2,0,1
K23,30,2,3,0,4glory,173,4,2,0,0,2,0,1
Vitality,9,4,2,0,Bad News Bears,55,6,3,0,0,2,0,1
Wisla Krakow,60,3,3,0,Illuminar,100,1,1,0,0,2,0,1
Paradox,96,4,2,5,Ground Zero,174,0,2,2,1,2,1,1
Lese,169,1,0,0,Alke,199,2,1,0,0,1,2,0
domilk,270,0,1,0,eetswa,0,0,0,0,0,2,1,1
1WIN,38,6,4,0,Nexus,139,3,0,0,0,2,1,1
Renegades,20,3,3,11,VERTEX,79,1,0,0,0,0,1,0
Coscu Army,159,6,5,2,Boca Juniors,185,3,3,0,0,1,2,0
Sharks,59,8,5,7,Havan Liberty,78,7,5,1,0,0,2,0
Meta,188,4,8,0,BTH,279,0,1,0,0,2,0,1
Paquetá,61,16,6,3,DETONA,91,6,6,1,1,2,0,1
Astralis,4,3,2,7,Spirit,12,8,5,2,1,2,1,1
Tricked,103,2,4,0,AaB,105,3,0,2,0,2,0,1
Apeks,71,1,2,0,BIG Academy,80,9,5,0,0,2,0,1
Vitality,9,3,2,0,ENCE,23,3,3,2,0,2,0,1
Young Ninjas,44,19,11,0,X Gamer,0,2,0,0,0,2,0,1
100PG,53,5,8,0,Tricked,105,2,3,0,0,2,0,1
Heroic,8,2,2,0,Bad News Bears,57,6,2,0,0,2,0,1
AGO,29,2,4,0,SJ,181,1,1,0,0,2,0,1
VERTEX,80,0,0,0,Exsto,0,0,0,0,0,16,4,1
Paradox,99,3,2,0,Alke,193,2,0,0,0,16,3,1
777,49,1,1,0,HONORIS,111,0,0,0,0,2,1,1
Dire Wolves,77,4,0,0,Ground Zero,169,0,1,0,0,16,6,1
ORDER,68,0,1,4,Caught off Guard,0,0,0,0,0,16,4,1
Bravos,54,25,7,15,Paquetá,63,15,6,14,7,1,2,0
RBG,61,8,5,4,Triumph,65,9,7,3,0,1,2,0
9z,87,7,2,6,River Plate,131,8,2,3,0,2,0,1
Recon 5,104,5,5,0,Extra Salt,22,5,1,2,0,0,2,0
Bravos,54,24,7,0,Isurus,124,7,4,0,0,2,1,1
Extra Salt,22,5,0,4,Triumph,65,8,7,0,0,1,2,0
RBG,61,7,5,2,Recon 5,104,5,4,0,0,2,0,1
okura,0,2,3,0,1WIN,40,5,4,0,0,1,2,0
OtherSide,0,0,0,0,NoRespect,0,0,0,0,0,0,2,0
4glory,176,4,1,3,AIRLYA,0,1,0,3,0,0,2,0
Fantastic Seven,0,0,0,0,AVE,167,1,2,0,0,0,2,0
1WIN,40,4,4,0,Trasko,113,3,0,0,0,2,0,1
Marten,0,0,0,2,AIRLYA,0,0,0,1,0,1,2,0
4glory,176,3,1,2,Anlaki,185,2,1,3,2,2,0,1
Akuma,28,5,2,0,okura,0,1,3,0,0,0,2,0
River Plate,131,7,2,0,Isurus,124,7,3,3,0,2,1,1
Cruzeiro,159,4,2,0,Paquetá,63,14,6,2,0,0,2,0
New Pampas,202,2,4,2,Nocturns,214,1,4,1,0,2,0,1
Bravos,54,23,7,3,Jaguares,205,2,1,0,0,2,0,1
Triumph,65,7,7,0,Levitate,0,0,0,0,0,16,13,1
RBG,61,6,5,0,Verum,91,6,0,0,0,16,12,1
Quantum Prodigy,158,1,1,0,VELOX,241,0,1,0,0,2,0,1
Extra Salt,22,4,0,2,Big Chillin,107,2,0,0,0,16,8,1
Party Astronauts,43,14,3,2,Recon 5,104,4,4,0,0,12,16,0
Furious,157,6,8,0,Leviatan,154,5,2,0,0,1,2,0
ex-Durany,208,3,4,1,Jaguares,205,1,1,6,1,0,2,0
ex-Durany,208,2,4,0,Australs,264,0,3,0,0,2,0,1
Paquetá,63,13,6,1,SWS,156,4,5,0,0,2,0,1
Jaguares,205,0,1,0,Santos,136,5,5,0,0,2,0,1
SWS,156,3,5,0,ex-KG Network,103,0,1,0,0,2,0,1
bankaPEPSI,74,7,8,0,Enterprise,127,3,4,0,0,0,2,0
9z,87,6,2,0,Malvinas,182,2,3,0,0,2,0,1
Cruzeiro,159,3,2,0,ex-Durany,208,2,3,2,0,16,11,1
Bravos,54,22,7,14,Paquetá,63,13,5,14,7,16,9,1
Santos,136,5,4,0,ex-Durany,208,1,3,0,0,9,16,0
Stone,212,1,3,0,Wygers AR,260,0,4,0,0,2,0,1
Jaguares,205,0,0,4,Cruzeiro,159,2,2,0,0,5,16,0
Paquetá,63,12,5,1,ex-KG Network,103,0,0,0,0,16,4,1
Bravos,54,21,7,2,SWS,156,3,4,0,0,16,7,1
Meta,183,4,7,2,Coscu Army,171,5,5,4,0,0,2,0
Havan Liberty,81,6,5,1,INTZ,122,5,8,3,1,2,0,1
DETONA,102,5,6,1,Bravos,54,21,6,6,0,2,1,1
BTH,0,0,0,0,Boca Juniors,207,2,3,0,0,0,2,0
INTZ,122,5,7,0,Paquetá,63,11,5,6,0,7,16,0
Havan Liberty,81,5,5,0,FURIA fe,0,0,1,0,0,16,5,1
Bravos,54,21,5,3,Sharks,60,7,5,5,2,8,16,0
DETONA,102,4,6,0,Ceará,0,0,1,0,0,16,14,1
Paquetá,63,10,5,0,FURIA fe,0,0,0,0,0,16,0,1
Havan Liberty,81,5,4,1,INTZ,122,4,7,2,0,17,19,0
Sharks,60,6,5,0,DETONA,102,4,5,0,0,16,12,1
Bravos,54,20,5,0,Ceará,0,0,0,0,0,16,8,1
River Plate,144,6,2,2,Coscu Army,161,5,4,0,1,2,1,1
Leviatan,163,5,1,0,Bravos,63,18,5,1,0,0,2,0
RBG,62,6,4,0,Bad News Bears,57,5,2,8,0,1,2,0
Bravos,63,18,5,1,Sharks,66,6,4,4,1,2,1,1
Third Impact,137,1,7,0,Triumph,61,6,7,0,0,0,2,0
9z,98,5,2,3,Furious,153,6,7,4,0,2,1,1
Isurus,155,6,3,0,Santos,129,5,3,1,0,2,0,1
Triumph,61,6,6,0,Bad News Bears,57,4,2,2,1,1,2,0
Third Impact,137,1,6,2,RBG,62,5,4,6,0,0,2,0
Paquetá,65,10,4,0,MIBR,56,6,6,6,1,0,2,0
SJ,214,1,0,2,hREDS,0,1,0,0,0,1,2,0
Oilers,0,1,0,0,Apeks Rebels,0,1,0,0,0,2,1,1
Lilmix,162,1,0,0,X Gamer,0,1,0,0,0,1,2,0
Dolej Miodu,0,2,1,0,B8,71,1,0,0,0,2,0,1
fnatic Rising,88,8,6,1,NAVI Junior,96,8,7,1,1,2,0,1
ex-Quantum Bellator Fire,196,1,1,0,MASONIC,176,1,1,0,0,0,2,0
Save's,248,0,0,0,B8,71,0,0,0,0,1,2,0
Dolej Miodu,0,1,1,0,okura,0,1,2,0,0,2,1,1
CEPTER,213,0,1,0,MASONIC,176,0,1,0,0,1,2,0
AURA,127,3,1,0,X Gamer,0,0,0,0,0,0,2,0
NYYRIKKI,0,0,0,0,hREDS,0,0,0,0,0,0,2,0
Apeks Rebels,0,0,0,0,Midgard,0,0,0,0,0,2,0,1
SJ,214,0,0,0,myllysuola,0,0,0,0,0,2,1,1
Lilmix,162,0,0,0,Brandbergen Shooters,256,0,1,0,0,2,1,1
ex-Quantum Bellator Fire,196,0,1,0,DISKODISKO,0,0,0,0,0,2,0,1
Oilers,0,0,0,0,FOXED,0,0,0,0,0,2,0,1
Dire Wolves,86,3,0,16,Paradox,99,3,1,8,4,3,1,1
Santos,129,4,3,1,Furious,153,6,6,0,0,2,0,1
Sharks,66,5,4,2,MIBR,56,6,5,2,0,2,1,1
River Plate,144,6,1,0,Isurus,155,5,3,1,0,0,2,0
Eros Black,0,0,0,0,Triumph,61,5,6,0,0,4,16,0
Paquetá,65,10,3,13,Bravos,63,17,5,12,7,1,2,0
RBG,62,4,4,2,GGPR,87,0,1,0,0,19,15,1
Party Astronauts,42,14,2,6,Third Impact,137,0,6,0,0,10,16,0
Triton,115,5,2,0,Bad News Bears,57,3,2,1,1,3,16,0
NAVI Junior,96,7,7,2,VP.Prodigy,149,5,11,0,0,2,0,1
VP.Prodigy,149,4,11,1,Astralis Talent,143,4,10,1,0,2,0,1
Leviatan,163,4,1,0,Meta,179,4,6,0,0,2,0,1
New Pampas,198,2,3,1,Isurus,155,4,3,2,1,0,2,0
MIBR,56,5,5,0,KG Network,103,3,2,0,0,2,0,1
Bravos,63,16,5,0,Coscu Army,161,5,3,0,0,2,1,1
River Plate,144,5,1,0,Nocturns,207,1,3,0,0,2,0,1
Sharks,66,4,4,5,Havan Liberty,83,5,3,1,0,2,0,1
Furious,153,5,6,4,ex-Durany,211,1,2,0,0,2,1,1
SWS,151,3,3,0,Bravos,63,15,5,0,0,0,2,0
Paquetá,65,9,3,1,DETONA,111,4,4,0,0,2,1,1
Leviatan,163,3,1,0,Australs,268,0,2,0,0,2,0,1
9z,98,4,2,0,Stone,206,1,2,0,0,2,0,1
Malvinas,210,1,3,1,Wygers AR,265,0,3,0,0,2,0,1
Rooster,80,2,2,2,Chiefs,121,2,1,4,4,0,2,0
OneTap,112,2,1,2,Nexus,152,2,0,2,0,1,3,0
Chiefs,121,2,0,0,Paradox,99,2,1,4,1,0,2,0
Dire Wolves,86,2,0,17,Rooster,80,2,1,10,1,2,0,1
Party Astronauts,43,13,2,0,Thani,212,1,0,0,0,2,0,1
Thani,212,0,0,0,ChocoCheck,0,0,0,0,0,2,1,1
Party Astronauts,43,12,2,4,Third Impact,133,0,5,0,0,2,0,1
Quantum Prodigy,0,1,0,0,Trasko,155,2,0,0,0,1,2,0
Young Ninjas,54,18,11,1,BIG Academy,90,9,4,0,0,16,6,1
NAVI Junior,105,6,7,1,FURIA Academy,134,5,12,0,0,16,8,1
no meat pls,0,1,0,0,Trasko,155,2,0,0,0,1,0,1
mouz NXT,55,13,5,1,VP.Prodigy,157,4,10,0,0,19,17,1
Trasko,155,1,0,0,ex-Quantum Bellator Fire,0,0,0,0,0,2,1,1
no meat pls,0,0,0,0,EC Kyiv,81,3,7,0,0,2,0,1
Astralis Talent,145,4,9,0,fnatic Rising,89,7,6,1,0,14,16,0
Spirit Academy,74,6,2,0,INDE IRAE,0,3,0,1,0,1,3,0
Trasko,155,0,0,0,LastWind,0,0,0,0,0,2,0,1
Quantum Prodigy,0,0,0,0,VIXIT,249,0,0,0,0,2,0,1
Mad Kings,181,3,1,0,Infinity,168,3,1,2,0,0,2,0
s1mple & Zloy,0,2,0,0,magixx & cheatbanned,0,2,0,0,0,2,0,1
n0rb3r7 & Exile,0,1,0,0,magixx & cheatbanned,0,1,0,0,0,12,16,0
Furious,167,4,6,2,ex-Durany,198,1,1,0,0,2,0,1
s1mple & Zloy,0,1,0,0,Dosia & Buster,0,1,0,0,0,16,11,1
magixx & cheatbanned,0,0,0,0,fANDER & Evelone192,0,0,0,0,0,16,13,1
mouz NXT,55,12,5,1,Astralis Talent,145,4,8,0,1,16,13,1
Project Eversio,228,2,1,0,AURA,193,2,1,0,0,0,2,0
Krad & Recrent,0,0,0,0,n0rb3r7 & Exile,0,0,0,0,0,17,19,0
VP.Prodigy,157,4,9,0,BIG Academy,90,8,4,1,0,14,16,0
poka & SHADOWKEK,0,0,0,0,Dosia & Buster,0,0,0,0,0,15,19,0
Believeee,0,1,1,0,TRANQUILLUM,0,0,1,0,0,2,0,1
FURIA Academy,134,5,11,0,Young Ninjas,54,17,11,1,0,11,16,0
s1mple & Zloy,0,0,0,0,starix & des0ut,0,0,0,0,0,16,12,1
fnatic Rising,89,6,6,0,NAVI Junior,105,6,6,1,0,19,16,1
INDE IRAE,0,2,0,0,100PG,51,5,7,0,0,2,0,1
Spirit Academy,74,5,2,0,NewBelarus,0,2,0,0,0,2,1,1
Renewal,77,4,1,7,Checkmate,88,2,3,5,2,3,0,1
Infinity,168,2,1,0,STMN,197,2,1,0,0,2,0,1
Boca Juniors,174,2,2,0,Coscu Army,190,4,3,0,0,0,2,0
Stone,185,1,1,2,Furious,167,3,6,0,0,0,2,0
Supremacy,165,2,0,0,Mad Kings,181,2,1,0,0,1,2,0
New Pampas,189,2,2,0,Isurus,178,3,3,0,0,1,2,0
Coscu Army,190,3,3,2,Meta,161,4,5,2,0,2,0,1
100PG,51,4,7,3,AVE,192,1,1,0,0,2,1,1
Astralis Talent,145,4,7,1,VP.Prodigy,157,3,9,0,0,13,16,0
Project Eversio,228,1,1,0,TRANQUILLUM,0,0,0,0,0,2,1,1
Young Ninjas,54,16,11,0,fnatic Rising,89,6,5,1,0,19,15,1
Believeee,0,1,0,0,AURA,193,1,1,0,0,0,2,0
AVE,192,0,1,0,ex-Marlian,68,2,5,2,0,2,1,1
NAVI Junior,105,6,5,0,mouz NXT,55,11,5,1,0,14,16,0
BIG Academy,90,7,4,1,FURIA Academy,134,5,10,0,0,16,6,1
Believeee,0,0,0,0,Brandbergen Shooters,0,0,0,0,0,16,7,1
Influncr,0,0,0,0,Project Eversio,228,0,1,0,0,13,16,0
Wonderkids,0,0,0,0,TRANQUILLUM,0,0,0,0,0,0,1,0
Jaegers,0,0,0,0,AURA,193,0,1,0,0,5,16,0
100PG,51,4,6,0,NewBelarus,0,1,0,0,0,11,16,0
NewBelarus,0,0,0,0,ex-Marlian,68,2,4,0,0,16,10,1
100PG,51,3,6,2,AVE,192,0,0,0,0,16,8,1
Mad Kings,181,1,1,0,Loto,256,1,1,0,0,2,1,1
Bravos,69,14,5,2,9z,120,4,1,1,1,2,0,1
STMN,197,1,1,0,ADAGIO,206,1,1,0,0,2,0,1
9z,120,3,1,3,Havan Liberty,87,5,2,9,2,2,1,1
VP.Prodigy,157,3,8,1,FURIA Academy,134,4,10,0,0,13,16,0
okura,0,1,1,0,Spirit Academy,74,4,2,0,0,1,2,0
mouz NXT,55,11,4,3,Young Ninjas,54,15,11,0,0,5,16,0
fnatic Rising,89,6,4,1,BIG Academy,90,6,4,0,0,9,16,0
Uniquestars,0,0,0,0,NIISUN,0,0,0,0,0,2,0,1
Astralis Talent,145,3,7,1,NAVI Junior,105,6,4,2,0,16,14,1
EC Kyiv,81,3,6,0,Spirit Academy,74,3,2,0,0,0,2,0
okura,0,1,0,0,INDE IRAE,0,1,0,0,0,12,16,0
Spirit Academy,74,3,1,0,INDE IRAE,0,0,0,0,0,10,16,0
EC Kyiv,81,3,5,0,okura,0,0,0,0,0,10,16,0
Havan Liberty,87,4,2,6,Paquetá,64,9,2,5,1,2,1,1
Loto,256,0,1,0,Skullcracker,235,0,1,0,0,2,0,1
Bravos,69,13,5,0,9z,120,3,0,0,0,2,1,1
Infinity,168,1,1,0,Mad Kings,181,1,0,0,0,2,0,1
Coscu Army,190,2,3,0,9z Academy,204,1,2,0,0,2,0,1
Paquetá,64,8,2,0,Patins da Ferrari,143,2,3,0,0,2,1,1
FURIA Academy,134,4,9,0,fnatic Rising,89,5,4,1,0,13,16,0
NAVI Junior,105,5,4,1,VP.Prodigy,157,3,7,0,0,16,7,1
Young Ninjas,54,14,11,1,Astralis Talent,145,3,6,0,0,16,3,1
BIG Academy,90,6,3,1,mouz NXT,55,10,4,0,0,5,16,0
Havan Liberty,87,3,2,0,Isurus,178,3,2,0,0,2,1,1
Keyd,162,1,3,0,Patins da Ferrari,143,1,3,0,0,10,16,0
NAVI Junior,105,5,3,1,Young Ninjas,54,13,11,7,0,11,16,0
Isurus,178,2,2,0,Bears,218,0,0,0,0,16,12,1
Astralis Talent,145,3,5,0,BIG Academy,90,5,3,1,0,3,16,0
VP.Prodigy,157,2,7,0,fnatic Rising,89,5,3,1,1,22,20,1
mouz NXT,55,9,4,0,FURIA Academy,134,4,8,1,0,16,10,1
Paradox,102,1,1,3,Ground Zero,154,0,0,2,1,2,0,1
Rooster,85,1,1,0,FURY,171,2,1,0,0,2,1,1
Havan Liberty,87,3,1,8,9z,120,2,0,1,1,1,2,0
Bravos,69,12,5,10,Paquetá,64,8,1,12,6,2,1,1
fnatic Rising,89,5,2,0,mouz NXT,55,8,4,1,1,10,16,0
FURIA Academy,134,4,7,1,Astralis Talent,145,2,5,0,0,8,16,0
